MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Mouth Breathing,Nose Diseases,15,48.440393995613746
Edema,Nose Diseases,13,7.746415223337468
Blindness,Nose Diseases,10,10.9813835500995
Pain,Nose Diseases,8,2.635093669045921
Cerebrospinal Fluid Rhinorrhea,Nose Diseases,7,18.742307424006725
Facial Paralysis,Nose Diseases,6,8.142581469782748
Cough,Nose Diseases,6,7.888374906577994
Paresthesia,Nose Diseases,6,8.148108876898673
Hearing Disorders,Nose Diseases,5,3.6750828747829662
Speech Disorders,Nose Diseases,4,4.611666244096017
"Hearing Loss, Sensorineural",Nose Diseases,4,4.859423441857179
Hearing Loss,Nose Diseases,4,3.214202178491317
Facial Pain,Nose Diseases,4,7.8893143691849685
Vision Disorders,Nose Diseases,3,1.9904682956037272
Body Weight,Cardiomegaly,463,158.80337322802617
Anoxia,Cardiomegaly,132,132.26249146538606
Obesity,Cardiomegaly,55,45.790450839961736
"Cardiac Output, Low",Cardiomegaly,50,107.13978247778242
Angina Pectoris,Cardiomegaly,26,37.769767689962286
Dyspnea,Cardiomegaly,20,20.104433630792343
Heart Murmurs,Cardiomegaly,12,28.36100557724578
Vocal Cord Paralysis,Cardiomegaly,11,21.865574977971573
Edema,Cardiomegaly,11,6.554659035131702
Albuminuria,Cardiomegaly,9,18.585779987054988
Syncope,Cardiomegaly,9,13.41802284776777
Proteinuria,Cardiomegaly,9,11.240799961801967
Chest Pain,Cardiomegaly,9,9.896047473208434
Weight Gain,Cardiomegaly,7,10.406828184732364
Cyanosis,Cardiomegaly,6,10.460457525143198
Hydrops Fetalis,Cardiomegaly,6,14.046001515135634
Fever,Paratyphoid Fever,7,4.332563425983078
Jaundice,Paratyphoid Fever,6,8.728270625713499
Diarrhea,Paratyphoid Fever,6,5.539128786493863
Fever of Unknown Origin,Paratyphoid Fever,4,5.892619666684178
Seizures,Paratyphoid Fever,3,2.5355007765642417
Meningism,Paratyphoid Fever,2,6.148707707121184
Paralysis,Paratyphoid Fever,1,0.4844713774828484
Cough,Paratyphoid Fever,1,1.3147291510963324
"Purpura, Schoenlein-Henoch",Paratyphoid Fever,1,1.9982144207445407
"Abdomen, Acute",Paratyphoid Fever,1,1.4376001304795285
Dyspepsia,Paratyphoid Fever,1,2.082052199386629
Vomiting,Paratyphoid Fever,1,0.8435126654253875
Ataxia,Paratyphoid Fever,1,1.2196597127769402
Neurologic Manifestations,Paratyphoid Fever,1,0.06994141317533438
Dizziness,Paratyphoid Fever,1,1.3424714224114789
Delirium,Paratyphoid Fever,1,2.083955149532715
Pruritus,Radiodermatitis,10,14.659421084818034
Edema,Radiodermatitis,6,3.5752685646172924
Pain,Radiodermatitis,5,1.6469335431537004
Fatigue,Radiodermatitis,3,3.4140394665642875
Chest Pain,Radiodermatitis,1,1.0995608303564923
Obesity,Radiodermatitis,1,0.8325536516356681
Diarrhea,Radiodermatitis,1,0.9231881310823103
Paralysis,Radiodermatitis,1,0.4844713774828484
Fever,Radiodermatitis,1,0.6189376322832968
Nausea,Radiodermatitis,1,1.1387530741641398
Paresthesia,Radiodermatitis,1,1.358018146149779
"Angina, Unstable",Radiodermatitis,1,2.2425601797093533
Body Weight,Radiodermatitis,1,0.34298784714476505
Weight Loss,Radiodermatitis,1,1.0000537113811745
Hyperalgesia,Radiodermatitis,1,2.3941100778365545
Torticollis,"Plagiocephaly, Nonsynostotic",9,19.3949183038452
Psychomotor Disorders,"Plagiocephaly, Nonsynostotic",2,2.6632819832742194
Muscle Hypotonia,"Plagiocephaly, Nonsynostotic",1,1.6565111347057753
Apnea,"Plagiocephaly, Nonsynostotic",1,1.8765539083417369
Colic,"Plagiocephaly, Nonsynostotic",1,2.1347473163728203
Vision Disorders,"Plagiocephaly, Nonsynostotic",1,0.6634894318679091
Cough,Respiratory Tract Infections,175,230.07760144185815
Respiratory Sounds,Respiratory Tract Infections,165,270.47943916475947
Fever,Respiratory Tract Infections,144,89.12701904879472
Diarrhea,Respiratory Tract Infections,94,86.7796843217372
Anoxia,Respiratory Tract Infections,44,44.08749715512869
Dyspnea,Respiratory Tract Infections,40,40.208867261584686
Body Weight,Respiratory Tract Infections,32,10.975611108632481
"Diarrhea, Infantile",Respiratory Tract Infections,22,50.187397084453
Olfaction Disorders,Respiratory Tract Infections,19,43.47637411430829
Pain,Respiratory Tract Infections,17,5.599574046722583
Vomiting,Respiratory Tract Infections,17,14.339715312231588
Seizures,Respiratory Tract Infections,12,10.142003106256967
Apnea,Respiratory Tract Infections,12,22.51864690010084
Fever of Unknown Origin,Respiratory Tract Infections,11,16.204704083381483
Birth Weight,Respiratory Tract Infections,10,14.071309430047002
Nausea,Respiratory Tract Infections,10,11.3875307416414
Polyuria,Polyuria,599,1414.1799426971006
Body Weight,Polyuria,20,6.8597569428953005
Urinary Incontinence,Polyuria,13,21.027881441253218
Nocturia,Polyuria,11,45.90262756451571
Psychophysiologic Disorders,Polyuria,8,11.860045073227825
Oliguria,Polyuria,7,18.298084946586147
Sleep Disorders,Polyuria,4,5.971995639477267
Proteinuria,Polyuria,4,4.995911094134208
Coma,Polyuria,3,3.9362544385297262
Edema,Polyuria,3,1.7876342823086462
Weight Loss,Polyuria,3,3.0001611341435237
Hypercalciuria,Polyuria,2,7.405925025965932
Weight Gain,Polyuria,2,2.9733794813521044
Fever,Polyuria,2,1.2378752645665936
Seizures,Polyuria,2,1.690333851042828
Quadriplegia,Polyuria,2,2.7382793389872804
Body Weight,Leukemia L5178,1,0.34298784714476505
Fever,Theileriasis,8,4.951501058266373
Body Weight,Theileriasis,4,1.3719513885790602
Pruritus,Vaginitis,6,8.795652650890823
Birth Weight,Vaginitis,3,4.2213928290141
Urinary Incontinence,Vaginitis,3,4.852588024904589
Pain,Vaginitis,2,0.6587734172614802
Psychophysiologic Disorders,Vaginitis,2,2.9650112683069563
Fever,Vaginitis,2,1.2378752645665936
Ecchymosis,Vaginitis,1,2.2999812330780607
Pelvic Pain,Vaginitis,1,2.0410781251763237
Hot Flashes,Vaginitis,1,3.4057109895150344
Diarrhea,Vaginitis,1,0.9231881310823103
Dysmenorrhea,Vaginitis,1,2.7601047537240886
"Urinary Incontinence, Stress",Vaginitis,1,2.8021759676447764
Headache,Vaginitis,1,0.8845642547118906
Unconsciousness,Vaginitis,1,0.9279728292056466
"Abdomen, Acute",Vaginitis,1,1.4376001304795285
Neuralgia,Vaginitis,1,1.5383141060813592
Abdominal Pain,Taeniasis,6,5.090902068884447
Body Weight,Taeniasis,5,1.7149392357238251
Diarrhea,Taeniasis,3,2.769564393246932
Pain,Taeniasis,2,0.6587734172614802
"Abdomen, Acute",Taeniasis,1,1.4376001304795285
Dyspepsia,Taeniasis,1,2.082052199386629
Weight Loss,Taeniasis,1,1.0000537113811745
Scotoma,Taeniasis,1,2.3812066730006465
Nausea,Taeniasis,1,1.1387530741641398
Vomiting,Taeniasis,1,0.8435126654253875
Hallucinations,Taeniasis,1,1.7232881843244452
Constipation,Taeniasis,1,1.5939154935265591
Neurologic Manifestations,Taeniasis,1,0.06994141317533438
Ophthalmoplegia,Exophthalmos,58,77.1311416126188
Vision Disorders,Exophthalmos,47,31.18400329779173
Diplopia,Exophthalmos,43,70.69910785198947
Edema,Exophthalmos,41,24.431001858218163
Blindness,Exophthalmos,36,39.53298078035819
Headache,Exophthalmos,12,10.614771056542684
Eye Manifestations,Exophthalmos,10,15.07876973895496
Pain,Exophthalmos,9,2.964480377676661
Paralysis,Exophthalmos,7,3.391299642379938
"Vision, Low",Exophthalmos,5,11.2802176502332
Ecchymosis,Exophthalmos,5,11.499906165390305
Obesity,Exophthalmos,4,3.3302146065426723
Body Weight,Exophthalmos,3,1.028963541434295
Hemiplegia,Exophthalmos,3,3.8838970886760484
Amblyopia,Exophthalmos,3,7.690584689383805
Horner Syndrome,Exophthalmos,3,6.628879074114313
Paralysis,Tick Paralysis,2,0.9689427549656968
Ataxia,Tick Paralysis,2,2.4393194255538804
Edema,Tick Paralysis,1,0.5958780941028821
Cyanosis,Tick Paralysis,1,1.7434095875238662
Facial Paralysis,Tick Paralysis,1,1.357096911630458
Diplopia,Tick Paralysis,1,1.6441652988834758
Muscle Weakness,Tick Paralysis,1,0.992991081702862
Respiratory Paralysis,Tick Paralysis,1,2.4894202576408797
Cafe-au-Lait Spots,Cafe-au-Lait Spots,108,356.82425588214994
Low Back Pain,Cafe-au-Lait Spots,2,3.1808420457535704
Facial Paralysis,Cafe-au-Lait Spots,1,1.357096911630458
Muscle Weakness,Cafe-au-Lait Spots,1,0.992991081702862
Deafness,Cafe-au-Lait Spots,1,1.2285271630622612
Mental Retardation,Cafe-au-Lait Spots,1,0.9054466840727144
Fever,"Tuberculosis, Miliary",58,35.89838267243121
Fever of Unknown Origin,"Tuberculosis, Miliary",15,22.097323750065666
Jaundice,"Tuberculosis, Miliary",9,13.092405938570248
Dyspnea,"Tuberculosis, Miliary",6,6.031330089237702
Weight Loss,"Tuberculosis, Miliary",6,6.000322268287047
Paraplegia,"Tuberculosis, Miliary",5,6.387396418328833
Body Weight,"Tuberculosis, Miliary",4,1.3719513885790602
Confusion,"Tuberculosis, Miliary",4,6.035792845107981
Cough,"Tuberculosis, Miliary",4,5.2589166043853295
Anorexia,"Tuberculosis, Miliary",3,5.475781841862558
Headache,"Tuberculosis, Miliary",3,2.653692764135672
Hemoptysis,"Tuberculosis, Miliary",3,5.091223090610749
"Abdomen, Acute","Tuberculosis, Miliary",3,4.312800391438587
Low Back Pain,"Tuberculosis, Miliary",2,3.1808420457535704
Hypergammaglobulinemia,"Tuberculosis, Miliary",2,3.358250327413871
Abdominal Pain,"Tuberculosis, Miliary",2,1.6969673562948158
Catatonia,Neuroleptic Malignant Syndrome,112,302.6135296218833
Fever,Neuroleptic Malignant Syndrome,81,50.13394821494704
Muscle Rigidity,Neuroleptic Malignant Syndrome,40,96.0773121407105
Psychomotor Agitation,Neuroleptic Malignant Syndrome,33,74.00448593040866
Mental Retardation,Neuroleptic Malignant Syndrome,28,25.352507154036
Delirium,Neuroleptic Malignant Syndrome,13,27.091416943925296
"Akathisia, Drug-Induced",Neuroleptic Malignant Syndrome,10,31.109114492943892
Hallucinations,Neuroleptic Malignant Syndrome,8,13.786305474595563
Seizures,Neuroleptic Malignant Syndrome,7,5.916168478649897
Coma,Neuroleptic Malignant Syndrome,7,9.184593689902695
Tremor,Neuroleptic Malignant Syndrome,6,10.436116720969512
Confusion,Neuroleptic Malignant Syndrome,6,9.053689267661971
Fever of Unknown Origin,Neuroleptic Malignant Syndrome,5,7.365774583355222
Dystonia,Neuroleptic Malignant Syndrome,5,7.680545167615228
Vomiting,Neuroleptic Malignant Syndrome,5,4.217563327126937
Myoclonus,Neuroleptic Malignant Syndrome,4,7.100283477721324
Body Weight,"Bone Diseases, Metabolic",116,39.786590268792736
Pain,"Bone Diseases, Metabolic",23,7.575894298507023
Obesity,"Bone Diseases, Metabolic",20,16.651073032713366
Weight Gain,"Bone Diseases, Metabolic",19,28.247105072844988
Low Back Pain,"Bone Diseases, Metabolic",11,17.494631251644638
Hemiplegia,"Bone Diseases, Metabolic",8,10.357058903136126
Weight Loss,"Bone Diseases, Metabolic",8,8.000429691049398
Birth Weight,"Bone Diseases, Metabolic",7,9.8499166010329
Muscular Atrophy,"Bone Diseases, Metabolic",6,8.76493061756297
"Obesity, Morbid","Bone Diseases, Metabolic",6,10.517639714247359
Mental Retardation,"Bone Diseases, Metabolic",5,4.527233420363571
Back Pain,"Bone Diseases, Metabolic",5,5.734642595896907
Hypercalciuria,"Bone Diseases, Metabolic",4,14.811850051931865
Hypokinesia,"Bone Diseases, Metabolic",4,11.51717308395683
Muscle Spasticity,"Bone Diseases, Metabolic",3,5.181840616781948
Proteinuria,"Bone Diseases, Metabolic",3,3.746933320600656
"Cardiac Output, Low","Cardiac Output, Low",2997,6421.958561718277
Dyspnea,"Cardiac Output, Low",26,26.135763720030045
Body Weight,"Cardiac Output, Low",22,7.545732637184829
Anoxia,"Cardiac Output, Low",18,18.03579429073446
Fatigue,"Cardiac Output, Low",12,13.65615786625715
Angina Pectoris,"Cardiac Output, Low",10,14.526833726908572
Syncope,"Cardiac Output, Low",9,13.41802284776777
"Angina, Unstable","Cardiac Output, Low",9,20.183041617384177
Obesity,"Cardiac Output, Low",8,6.660429213085345
Edema,"Cardiac Output, Low",8,4.7670247528230565
"Cardiac Output, High","Cardiac Output, Low",8,30.69195124485991
Chest Pain,"Cardiac Output, Low",6,6.597364982138956
Cachexia,"Cardiac Output, Low",4,7.978896063219088
Cough,"Cardiac Output, Low",3,3.944187453288997
Dizziness,"Cardiac Output, Low",3,4.027414267234437
Birth Weight,"Cardiac Output, Low",3,4.2213928290141
Dysmenorrhea,Menorrhagia,43,118.68450441013584
Pain,Menorrhagia,11,3.623253794938141
"Purpura, Thrombocytopenic",Menorrhagia,8,11.31924416441464
Headache,Menorrhagia,5,4.422821273559453
Pelvic Pain,Menorrhagia,5,10.205390625881616
Abdominal Pain,Menorrhagia,4,3.3939347125896315
"Pain, Postoperative",Menorrhagia,4,6.711421289065839
Ecchymosis,Menorrhagia,3,6.899943699234183
Back Pain,Menorrhagia,3,3.440785557538145
"Obesity, Morbid",Menorrhagia,3,5.2588198571236795
Flushing,Menorrhagia,2,5.2280242704531865
Purpura,Menorrhagia,2,2.1264372118582675
Nausea,Menorrhagia,2,2.27750614832828
Body Weight,Menorrhagia,2,0.6859756942895301
Hemiplegia,Menorrhagia,1,1.2946323628920158
Mental Retardation,Menorrhagia,1,0.9054466840727144
Diarrhea,Superinfection,2,1.8463762621646207
Hemoptysis,Superinfection,2,3.394148727073833
"Paraparesis, Spastic",Superinfection,1,3.1712036795505094
Paralysis,Superinfection,1,0.4844713774828484
Blindness,Superinfection,1,1.0981383550099495
Constipation,Superinfection,1,1.5939154935265591
Fever,Superinfection,1,0.6189376322832968
"Abdomen, Acute",Superinfection,1,1.4376001304795285
Cachexia,Superinfection,1,1.9947240158047723
Abdominal Pain,Superinfection,1,0.8484836781474079
Deafness,Superinfection,1,1.2285271630622612
Purpura,Superinfection,1,1.0632186059291338
Fever of Unknown Origin,Superinfection,1,1.4731549166710445
Fatigue,Superinfection,1,1.1380131555214292
Cough,Moraxellaceae Infections,1,1.3147291510963324
Fever,Moraxellaceae Infections,1,0.6189376322832968
Body Weight,Moraxellaceae Infections,1,0.34298784714476505
Fever,Mycoses,121,74.8914535062789
Fever of Unknown Origin,Mycoses,31,45.66780241680237
Diarrhea,Mycoses,15,13.847821966234655
Body Weight,Mycoses,10,3.4298784714476502
Tinea Pedis,Mycoses,10,34.721560889231874
Nausea,Mycoses,9,10.248777667477258
Edema,Mycoses,8,4.7670247528230565
Blindness,Mycoses,8,8.785106840079598
Headache,Mycoses,8,7.076514037695126
Vision Disorders,Mycoses,7,4.644426023075363
Vomiting,Mycoses,7,5.904588657977714
Pain,Mycoses,6,1.9763202517844407
Seizures,Mycoses,5,4.225834627607069
Ophthalmoplegia,Mycoses,5,6.649236345915412
Cough,Mycoses,4,5.2589166043853295
Weight Loss,Mycoses,4,4.000214845524699
Syncope,Parasystole,1,1.4908914275297522
Diarrhea,HIV Seropositivity,53,48.92897094736245
Fever,HIV Seropositivity,34,21.043879497632087
Weight Loss,HIV Seropositivity,25,25.001342784529363
"Purpura, Thrombocytopenic",HIV Seropositivity,21,29.713015931588433
Body Weight,HIV Seropositivity,16,5.487805554316241
Headache,HIV Seropositivity,14,12.383899565966468
Memory Disorders,HIV Seropositivity,14,20.551966507294594
Fatigue,HIV Seropositivity,13,14.794171021778581
Fever of Unknown Origin,HIV Seropositivity,10,14.731549166710444
Cough,HIV Seropositivity,9,11.83256235986699
Pain,HIV Seropositivity,9,2.964480377676661
Dyspnea,HIV Seropositivity,8,8.041773452316937
Facial Paralysis,HIV Seropositivity,8,10.856775293043663
Birth Weight,HIV Seropositivity,7,9.8499166010329
Hemiplegia,HIV Seropositivity,7,9.062426540244113
Psychomotor Disorders,HIV Seropositivity,7,9.321486941459767
Fever of Unknown Origin,"Still's Disease, Adult-Onset",49,72.18459091688116
Fever,"Still's Disease, Adult-Onset",44,27.233255820465054
Arthralgia,"Still's Disease, Adult-Onset",15,22.159500004893196
"Purpura, Thrombotic Thrombocytopenic","Still's Disease, Adult-Onset",10,21.840386080896973
Proteinuria,"Still's Disease, Adult-Onset",7,8.742844414734861
Pain,"Still's Disease, Adult-Onset",5,1.6469335431537004
Dyspnea,"Still's Disease, Adult-Onset",4,4.020886726158468
Jaundice,"Still's Disease, Adult-Onset",3,4.3641353128567495
"Hearing Loss, Sensorineural","Still's Disease, Adult-Onset",2,2.429711720928589
Pruritus,"Still's Disease, Adult-Onset",2,2.9318842169636072
Edema,"Still's Disease, Adult-Onset",2,1.191756188205764
Abdominal Pain,"Still's Disease, Adult-Onset",2,1.6969673562948158
Back Pain,"Still's Disease, Adult-Onset",1,1.1469285191793817
Unconsciousness,"Still's Disease, Adult-Onset",1,0.9279728292056466
Chest Pain,"Still's Disease, Adult-Onset",1,1.0995608303564923
Coma,"Still's Disease, Adult-Onset",1,1.312084812843242
Syncope,"Tachycardia, Paroxysmal",27,40.25406854330331
Angina Pectoris,"Tachycardia, Paroxysmal",18,26.148300708435432
Polyuria,"Tachycardia, Paroxysmal",12,28.33081688207881
Pain,"Tachycardia, Paroxysmal",8,2.635093669045921
Seizures,"Tachycardia, Paroxysmal",8,6.761335404171312
Anoxia,"Tachycardia, Paroxysmal",7,7.0139200019522905
Edema,"Tachycardia, Paroxysmal",7,4.171146658720175
Psychophysiologic Disorders,"Tachycardia, Paroxysmal",5,7.4125281707673905
Deafness,"Tachycardia, Paroxysmal",3,3.685581489186784
Dizziness,"Tachycardia, Paroxysmal",3,4.027414267234437
Mental Retardation,"Tachycardia, Paroxysmal",3,2.7163400522181433
"Reflex, Abnormal","Tachycardia, Paroxysmal",3,4.2213928290141
Fever,"Tachycardia, Paroxysmal",3,1.8568128968498905
Obesity,"Tachycardia, Paroxysmal",2,1.6651073032713362
Dyspnea,"Tachycardia, Paroxysmal",2,2.010443363079234
"Syncope, Vasovagal","Tachycardia, Paroxysmal",2,6.365134876401648
"Hearing Loss, Sensorineural",Vestibulocochlear Nerve Diseases,61,74.10620748832199
Dizziness,Vestibulocochlear Nerve Diseases,38,51.0139140516362
Vertigo,Vestibulocochlear Nerve Diseases,35,55.868818011565246
Hearing Loss,Vestibulocochlear Nerve Diseases,20,16.071010892456588
Tinnitus,Vestibulocochlear Nerve Diseases,18,35.532605205851866
Deafness,Vestibulocochlear Nerve Diseases,15,18.427907445933922
Hearing Disorders,Vestibulocochlear Nerve Diseases,12,8.820198899479117
"Hearing Loss, Bilateral",Vestibulocochlear Nerve Diseases,11,24.329673731468603
Facial Paralysis,Vestibulocochlear Nerve Diseases,11,14.928066027935035
"Hearing Loss, Sudden",Vestibulocochlear Nerve Diseases,10,25.853020293441617
"Hearing Loss, Central",Vestibulocochlear Nerve Diseases,8,26.02882569054061
Auditory Perceptual Disorders,Vestibulocochlear Nerve Diseases,5,15.716733625237715
Taste Disorders,Vestibulocochlear Nerve Diseases,3,7.128274717001628
"Reflex, Abnormal",Vestibulocochlear Nerve Diseases,3,4.2213928290141
Learning Disorders,Vestibulocochlear Nerve Diseases,3,5.205937131873741
"Hearing Loss, Conductive",Vestibulocochlear Nerve Diseases,3,6.802260651086245
Pain,"Tuberculosis, Osteoarticular",28,9.222827841660722
Fever,"Tuberculosis, Osteoarticular",16,9.903002116532747
Edema,"Tuberculosis, Osteoarticular",15,8.93817141154323
Arthralgia,"Tuberculosis, Osteoarticular",10,14.773000003262133
Facial Paralysis,"Tuberculosis, Osteoarticular",9,12.21387220467412
Back Pain,"Tuberculosis, Osteoarticular",8,9.175428153435053
Paralysis,"Tuberculosis, Osteoarticular",8,3.8757710198627873
Low Back Pain,"Tuberculosis, Osteoarticular",6,9.542526137260712
Quadriplegia,"Tuberculosis, Osteoarticular",5,6.8456983474682005
Chest Pain,"Tuberculosis, Osteoarticular",5,5.497804151782463
Paraplegia,"Tuberculosis, Osteoarticular",4,5.109917134663066
Diplopia,"Tuberculosis, Osteoarticular",3,4.932495896650428
Sciatica,"Tuberculosis, Osteoarticular",3,6.508227894221215
Fever of Unknown Origin,"Tuberculosis, Osteoarticular",3,4.419464750013133
Shoulder Pain,"Tuberculosis, Osteoarticular",3,7.261282158461784
Headache,"Tuberculosis, Osteoarticular",3,2.653692764135672
Pain,Vulvar Neoplasms,16,5.270187338091842
Pruritus,Vulvar Neoplasms,14,20.52318951874525
Skin Manifestations,Vulvar Neoplasms,4,2.44942887240623
Urinary Incontinence,Vulvar Neoplasms,3,4.852588024904589
Edema,Vulvar Neoplasms,3,1.7876342823086462
Headache,Vulvar Neoplasms,2,1.7691285094237812
Neurologic Manifestations,Vulvar Neoplasms,2,0.13988282635066876
"Pain, Intractable",Vulvar Neoplasms,2,3.985966742653976
Fever,Vulvar Neoplasms,2,1.2378752645665936
"Purpura, Thrombocytopenic",Vulvar Neoplasms,2,2.8298110411036603
Diarrhea,Vulvar Neoplasms,1,0.9231881310823103
Vomiting,Vulvar Neoplasms,1,0.8435126654253875
Cachexia,Vulvar Neoplasms,1,1.9947240158047723
Nausea,Vulvar Neoplasms,1,1.1387530741641398
Pelvic Pain,Vulvar Neoplasms,1,2.0410781251763237
Body Weight,Vulvar Neoplasms,1,0.34298784714476505
Obesity,Hyperglycemic Hyperosmolar Nonketotic Coma,14,11.655751122899352
Seizures,Hyperglycemic Hyperosmolar Nonketotic Coma,10,8.451669255214139
Coma,Hyperglycemic Hyperosmolar Nonketotic Coma,7,9.184593689902695
Chorea,Hyperglycemic Hyperosmolar Nonketotic Coma,6,11.957900227961929
Aphasia,Hyperglycemic Hyperosmolar Nonketotic Coma,4,7.242647258132133
Hemiplegia,Hyperglycemic Hyperosmolar Nonketotic Coma,3,3.8838970886760484
Myoclonus,Hyperglycemic Hyperosmolar Nonketotic Coma,3,5.325212608290993
Quadriplegia,Hyperglycemic Hyperosmolar Nonketotic Coma,2,2.7382793389872804
Neurologic Manifestations,Hyperglycemic Hyperosmolar Nonketotic Coma,2,0.13988282635066876
Vision Disorders,Hyperglycemic Hyperosmolar Nonketotic Coma,2,1.3269788637358182
Consciousness Disorders,Hyperglycemic Hyperosmolar Nonketotic Coma,2,1.754258552448745
Athetosis,Hyperglycemic Hyperosmolar Nonketotic Coma,1,2.5821623093394943
"Abdomen, Acute",Hyperglycemic Hyperosmolar Nonketotic Coma,1,1.4376001304795285
Dyskinesias,Hyperglycemic Hyperosmolar Nonketotic Coma,1,0.7479520787085234
Fever,Hyperglycemic Hyperosmolar Nonketotic Coma,1,0.6189376322832968
Weight Loss,Hyperglycemic Hyperosmolar Nonketotic Coma,1,1.0000537113811745
Angina Pectoris,Coronary Disease,4776,6938.015787971534
Obesity,Coronary Disease,902,750.9633937753728
"Angina, Unstable",Coronary Disease,879,1971.2103979645212
Chest Pain,Coronary Disease,509,559.6764626514547
Body Weight,Coronary Disease,428,146.79879857795942
Anoxia,Coronary Disease,367,367.7298058166416
Pain,Coronary Disease,312,102.76865309279093
"Angina Pectoris, Variant",Coronary Disease,220,718.5087903707727
Psychophysiologic Disorders,Coronary Disease,136,201.62076624487304
Spasm,Coronary Disease,110,150.4005218718833
"Cardiac Output, Low",Coronary Disease,77,164.99526501578492
Dyspnea,Coronary Disease,72,72.37596107085244
Syncope,Coronary Disease,60,89.45348565178513
Acute Coronary Syndrome,Coronary Disease,57,148.0837442943169
Albuminuria,Coronary Disease,57,117.70993991801492
Intermittent Claudication,Coronary Disease,53,117.57006970938104
Fever,Cytomegalovirus Infections,90,55.70438690549671
"Hearing Loss, Sensorineural",Cytomegalovirus Infections,90,109.33702744178652
Diarrhea,Cytomegalovirus Infections,61,56.31447599602094
Deafness,Cytomegalovirus Infections,39,47.91255935942819
Mental Retardation,Cytomegalovirus Infections,34,30.78518725847229
"Purpura, Thrombocytopenic",Cytomegalovirus Infections,26,36.787543534347584
Birth Weight,Cytomegalovirus Infections,24,33.7711426321128
Fever of Unknown Origin,Cytomegalovirus Infections,23,33.88256308343401
Body Weight,Cytomegalovirus Infections,22,7.545732637184829
Jaundice,Cytomegalovirus Infections,22,32.0036589609495
Abdominal Pain,Cytomegalovirus Infections,19,16.12118988480075
Edema,Cytomegalovirus Infections,18,10.725805693851877
Hearing Loss,Cytomegalovirus Infections,18,14.463909803210926
Hearing Disorders,Cytomegalovirus Infections,17,12.495281774262084
Hydrops Fetalis,Cytomegalovirus Infections,12,28.092003030271268
"Purpura, Thrombocytopenic, Idiopathic",Cytomegalovirus Infections,12,23.206733459483786
Speech Disorders,Velopharyngeal Insufficiency,108,124.51498859059244
Articulation Disorders,Velopharyngeal Insufficiency,56,105.697141633821
Voice Disorders,Velopharyngeal Insufficiency,50,83.2622407337265
Dysarthria,Velopharyngeal Insufficiency,8,16.21268094299005
Paralysis,Velopharyngeal Insufficiency,7,3.391299642379938
Learning Disorders,Velopharyngeal Insufficiency,7,12.147186641038726
"Hearing Loss, Conductive",Velopharyngeal Insufficiency,6,13.60452130217249
Mental Retardation,Velopharyngeal Insufficiency,6,5.432680104436287
Hearing Loss,Velopharyngeal Insufficiency,5,4.017752723114147
Hearing Disorders,Velopharyngeal Insufficiency,5,3.6750828747829662
Language Development Disorders,Velopharyngeal Insufficiency,5,12.432835943292366
Snoring,Velopharyngeal Insufficiency,5,13.800523768620446
Facial Paralysis,Velopharyngeal Insufficiency,2,2.714193823260916
Deafness,Velopharyngeal Insufficiency,2,2.4570543261245223
Vocal Cord Paralysis,Velopharyngeal Insufficiency,2,3.9755590869039215
Hoarseness,Velopharyngeal Insufficiency,2,4.4322538452823945
Fever,Prosthesis-Related Infections,16,9.903002116532747
Pain,Prosthesis-Related Infections,13,4.282027212199622
Fever of Unknown Origin,Prosthesis-Related Infections,9,13.258394250039398
"Pain, Postoperative",Prosthesis-Related Infections,9,15.100697900398135
Arthralgia,Prosthesis-Related Infections,6,8.863800001957276
Urinary Incontinence,Prosthesis-Related Infections,5,8.087646708174317
Intermittent Claudication,Prosthesis-Related Infections,5,11.091516010318966
Deafness,Prosthesis-Related Infections,4,4.914108652249045
Edema,Prosthesis-Related Infections,4,2.383512376411528
Fatigue,Prosthesis-Related Infections,3,3.4140394665642875
Vision Disorders,Prosthesis-Related Infections,3,1.9904682956037272
"Obesity, Morbid",Prosthesis-Related Infections,3,5.2588198571236795
Obesity,Prosthesis-Related Infections,3,2.4976609549070043
Facial Paralysis,Prosthesis-Related Infections,2,2.714193823260916
Muscle Spasticity,Prosthesis-Related Infections,2,3.4545604111879653
"Cardiac Output, Low",Prosthesis-Related Infections,2,4.285591299111297
Diarrhea,Malacoplakia,3,2.769564393246932
Fever,Malacoplakia,2,1.2378752645665936
Abdominal Pain,Malacoplakia,2,1.6969673562948158
Fever of Unknown Origin,Malacoplakia,2,2.9463098333420885
Chest Pain,Malacoplakia,2,2.1991216607129846
Cough,Malacoplakia,1,1.3147291510963324
Hoarseness,Malacoplakia,1,2.2161269226411977
Proteinuria,Malacoplakia,1,1.248977773533552
Facial Paralysis,Malacoplakia,1,1.357096911630458
Pain,Malacoplakia,1,0.3293867086307401
Urinary Incontinence,Malacoplakia,1,1.6175293416348633
Seizures,Malacoplakia,1,0.8451669255214139
Cerebrospinal Fluid Otorrhea,Malacoplakia,1,3.1882981129098096
Pelvic Pain,Malacoplakia,1,2.0410781251763237
Hearing Disorders,Malacoplakia,1,0.7350165749565932
Hemoptysis,Pulmonary Infarction,2,3.394148727073833
Chest Pain,Pulmonary Infarction,2,2.1991216607129846
Dyspnea,Pulmonary Infarction,1,1.005221681539617
Fever of Unknown Origin,Pulmonary Infarction,1,1.4731549166710445
